molecule_chembl_id,target_chembl_id,target_name,bioactivity_type,smiles,standard_value,standard_units,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,RingCount,QED,BertzCT,fr_sulfonamd
CHEMBL1967544,CHEMBL2938,CA VA,Ki,CN(C)c1cccc2c(S(=O)(=O)N(CCN)c3cncc(-c4ccc5cnccc5c4)c3)cccc12,1258.93,nM,497.6240000000001,4.6700000000000035,1,6,92.42,5,0.3513196893304668,1630.0302647867945,1
CHEMBL1983268,CHEMBL2938,CA VA,Ki,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,630.96,nM,560.6490000000001,5.026900000000005,3,6,85.52,6,0.29424360425874546,1476.3307065877214,0
CHEMBL340384,CHEMBL2938,CA VA,Ki,NC(=O)c1cn(-c2ccc(O)cc2Cl)c2cc(-c3ccncc3)ccc2c1=O,630.96,nM,391.8140000000001,3.510600000000002,2,5,98.21000000000001,4,0.5579234443828823,1250.7042675713965,0
CHEMBL1996587,CHEMBL2938,CA VA,Ki,CC(C)(CO)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,7943.28,nM,410.4280000000002,3.1491000000000007,1,7,81.13,5,0.5590560906168078,1238.7683083639588,0
CHEMBL1964804,CHEMBL2938,CA VA,Ki,CS(=O)(=O)NCCOc1cncc(-c2ccc3cnccc3c2)c1,7943.28,nM,343.4080000000001,2.2248,1,5,81.18,3,0.6942281648808476,926.9193555749586,1
CHEMBL443962,CHEMBL2938,CA VA,Ki,COc1ccc(-c2cnc3c(Br)cnn3c2)cc1,7943.28,nM,304.147,3.1674000000000015,0,4,39.42,3,0.7298139482883764,668.8297342760679,0
CHEMBL2000354,CHEMBL2938,CA VA,Ki,COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1O,7943.28,nM,326.37700000000007,3.292400000000002,2,5,70.92,3,0.8491871718766268,772.9405390647507,0
CHEMBL1965507,CHEMBL2938,CA VA,Ki,Cc1cccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1,7943.28,nM,418.48200000000014,4.478220000000001,4,6,122.03,4,0.389224873297008,1198.5158642061135,0
CHEMBL1981107,CHEMBL2938,CA VA,Ki,Cn1ncc2c1CCCC2=O,19952.62,nM,150.181,0.9391,0,3,34.89,2,0.5512934927707038,288.98699680966945,0
CHEMBL274064,CHEMBL2938,CA VA,Ki,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,6309.57,nM,338.39000000000016,2.6529000000000007,2,6,81.64999999999999,4,0.7671598820564706,841.9997532966252,0
CHEMBL1967564,CHEMBL2938,CA VA,Ki,CCCC(=O)Nc1n[nH]c2nc3ccccc3cc12,7943.28,nM,254.293,2.8497000000000003,2,3,70.67,3,0.7545928879364325,727.967639117566,0
CHEMBL592030,CHEMBL2938,CA VA,Ki,NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,199.53,nM,439.5480000000001,4.787300000000003,3,7,111.42999999999999,6,0.357630628910453,1527.3826709233872,0
CHEMBL2000071,CHEMBL2938,CA VA,Ki,OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12,3162.28,nM,268.32000000000005,2.4192,3,4,73.83,3,0.6212397497980424,673.5846217782315,0
CHEMBL1979176,CHEMBL2938,CA VA,Ki,COc1ccc2c(NC(=O)Nc3cc(C(F)(F)F)ccn3)ccnc2c1,7943.28,nM,362.31100000000004,4.301200000000002,2,4,76.14,3,0.7283080185085232,922.1663299217371,0
CHEMBL1970317,CHEMBL2938,CA VA,Ki,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,7943.28,nM,458.5220000000001,5.7291000000000025,3,6,97.86,5,0.3203517241147044,1433.4784169453712,0
CHEMBL2000408,CHEMBL2938,CA VA,Ki,Cc1cn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc2c(C)n1,7943.28,nM,438.48200000000014,4.178740000000003,2,7,88.23,4,0.46963089274571834,1262.933180445414,0
CHEMBL1978014,CHEMBL2938,CA VA,Ki,CN1CCC(C(=O)n2nc(N)c3cc(-c4cn(Cc5ccccc5)nn4)ccc32)CC1,7943.28,nM,415.50100000000015,2.907300000000001,1,8,94.86000000000001,5,0.5507029390261982,1189.5608171222648,0
CHEMBL1994538,CHEMBL2938,CA VA,Ki,O=C(Nc1cnccn1)Nc1ccnc2c(C(F)(F)F)cccc12,7943.28,nM,333.273,3.6876000000000007,2,4,79.8,3,0.7494762486169588,848.0907478887332,0
CHEMBL1983195,CHEMBL2938,CA VA,Ki,CCN(CC)C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,7943.28,nM,376.41600000000017,5.023500000000004,1,5,84.4,4,0.5283447831243102,1054.8942297129697,0
CHEMBL1975490,CHEMBL2938,CA VA,Ki,NCCCOc1cc2c(c(-c3ccc(Nc4nc5ccccc5o4)cc3)c1)CNC2=O,6309.57,nM,414.46500000000015,4.209400000000002,3,6,102.41,5,0.3916454977831718,1183.8757739556825,0
CHEMBL1964444,CHEMBL2938,CA VA,Ki,Cc1ccc2nccc(NC(=O)Nc3cccc(C(F)(F)F)n3)c2c1,5011.87,nM,346.312,4.601020000000002,2,3,66.91,3,0.7124811055084102,906.7147829584252,0
CHEMBL1989957,CHEMBL2938,CA VA,Ki,OCCNc1cc2cc(-c3ccccc3)ccc2cn1,7943.28,nM,264.32800000000003,3.306000000000002,2,3,45.15,3,0.7596090281265707,695.5650420016816,0
CHEMBL1986139,CHEMBL2938,CA VA,Ki,Clc1csc2ncnc(Nc3ccccc3)c12,7943.28,nM,261.7370000000001,4.088300000000002,1,4,37.81,3,0.7550547010326163,629.4520098989112,0
CHEMBL1985580,CHEMBL2938,CA VA,Ki,NC(Cc1cccc2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1,7943.28,nM,394.47800000000007,4.308700000000003,2,4,80.9,4,0.5106274714685205,1159.5204762648002,0
CHEMBL1980540,CHEMBL2938,CA VA,Ki,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(Cl)cccc12,7943.28,nM,366.7300000000001,4.9460000000000015,2,3,66.91,3,0.6742640926833302,906.7147829584253,0
CHEMBL1979883,CHEMBL2938,CA VA,Ki,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN(C)C)cnc(N)c34)cc2)c1,7943.28,nM,455.5870000000003,5.411020000000003,3,5,83.28,4,0.35935245474944,1330.5600521243894,0
CHEMBL1984162,CHEMBL2938,CA VA,Ki,COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(C)c5o4)cc3)c3c(N)ncnc32)CC1,7943.28,nM,527.6290000000002,5.7238400000000045,2,10,126.14,6,0.24346905491553325,1560.4577854856536,0
CHEMBL491758,CHEMBL2938,CA VA,Ki,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1,7943.28,nM,280.30600000000004,4.102900000000002,2,4,49.84,3,0.7549981290947185,696.6178576223147,0
CHEMBL1986186,CHEMBL2938,CA VA,Ki,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)C(C)(C)C,7943.28,nM,273.33599999999996,2.2676999999999996,2,5,71.09,2,0.8361297705507181,643.4422555860829,0
CHEMBL1682360,CHEMBL2938,CA VA,Ki,c1cc2[nH]ncc2cc1-c1cc(CN2CCCCC2)no1,7943.28,nM,282.3469999999999,3.203800000000001,1,4,57.95,4,0.801115915408703,719.1739866201441,0
CHEMBL1970189,CHEMBL2938,CA VA,Ki,Cc1n[nH]c2c1C(c1ccccc1Cl)C(C#N)=C(N)O2,7943.28,nM,286.72200000000004,2.5897000000000006,2,4,87.72,3,0.8432188222292462,731.6390703881187,0
CHEMBL1996791,CHEMBL2938,CA VA,Ki,Nc1ncnc2c1c(I)nn2C1CCC(O)CC1,7943.28,nM,359.17100000000016,1.4891,2,6,89.85000000000001,3,0.7534017327276684,550.6671525102913,0
CHEMBL371206,CHEMBL2938,CA VA,Ki,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,7943.28,nM,403.51100000000014,5.5097600000000035,3,5,92.92999999999999,4,0.4203990351311253,1162.670886213352,0
CHEMBL1974664,CHEMBL2938,CA VA,Ki,COc1ccc(C=NNc2ncnc3c2[nH]c2ccccc23)cc1OC,7943.28,nM,347.3780000000001,3.574300000000002,2,6,84.42,4,0.42576415317904215,1075.7949385662503,0
CHEMBL1974288,CHEMBL2938,CA VA,Ki,O=C(NC(CO)c1ccccc1)c1ccc(-c2ccncc2)cc1,6309.57,nM,318.37600000000003,3.2120000000000015,2,3,62.22,3,0.7591292387353398,767.2868885441048,0
CHEMBL196363,CHEMBL2938,CA VA,Ki,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,7943.28,nM,375.4570000000001,4.892920000000003,3,5,92.92999999999999,4,0.4750343489941811,1090.5585585869997,0
CHEMBL1190711,CHEMBL2938,CA VA,Ki,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,7943.28,nM,390.4030000000002,2.651,2,8,116.66,4,0.5196773557177122,1169.8453837005586,0
CHEMBL1990346,CHEMBL2938,CA VA,Ki,Nc1n[nH]c2cccc(-c3ccc(Br)cc3)c12,7943.28,nM,288.14799999999997,3.574600000000001,2,2,54.699999999999996,3,0.718813900266371,654.0711003634627,0
CHEMBL1968705,CHEMBL2938,CA VA,Ki,CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1,3981.07,nM,535.6520000000004,6.129900000000005,3,7,108.06,6,0.19740514884234503,1604.3126442006308,0
CHEMBL404367,CHEMBL2938,CA VA,Ki,Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1,7943.28,nM,372.43200000000013,4.169920000000001,3,5,97.86000000000001,4,0.5025960881726984,1136.600829521764,0
CHEMBL1966343,CHEMBL2938,CA VA,Ki,CC(C)Cc1cc(-c2ccc3[nH]nc(N)c3c2)on1,7943.28,nM,256.30899999999997,2.9985999999999997,2,4,80.73,3,0.7544262364747091,691.72800203049,0
CHEMBL1967887,CHEMBL2938,CA VA,Ki,Cc1n[nH]c2ccc(-c3cncc(OCCN)c3)cc12,3981.07,nM,268.32,2.2708200000000005,2,4,76.82,3,0.7606470522611053,715.7364443748647,0
CHEMBL2000568,CHEMBL2938,CA VA,Ki,CC(=O)c1cccc(-c2cnc3[nH]ccc3c2)c1,7943.28,nM,236.274,3.432500000000001,1,2,45.75,3,0.6926766498194515,713.4913318770282,0
CHEMBL2000335,CHEMBL2938,CA VA,Ki,Cc1ccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)cc1C,7943.28,nM,389.48400000000015,5.201340000000003,3,5,92.92999999999999,4,0.44878797344873095,1136.600829521764,0
CHEMBL1977604,CHEMBL2938,CA VA,Ki,CC1CSc2c(C(=O)O)c(=O)c3cc(F)c(N4CCC(N)C4)c(F)c3n21,7943.28,nM,381.40400000000017,2.1820000000000004,2,6,88.56,4,0.8290635981925388,966.1665923593717,0
CHEMBL1084546,CHEMBL2938,CA VA,Ki,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,6309.57,nM,507.49800000000016,3.1365000000000007,3,8,129.21,4,0.4449652129709726,1339.0259596329104,1
CHEMBL1988717,CHEMBL2938,CA VA,Ki,Cn1cc(-c2cnn3c(N)c(-c4ccc(NC(=O)Nc5cccc(C(F)(F)F)c5)cc4)cnc23)cn1,7943.28,nM,492.4650000000001,5.041800000000003,3,7,115.16,5,0.32512224069020634,1523.518754282303,0
CHEMBL1974328,CHEMBL2938,CA VA,Ki,Cc1cccc(Nc2nc(NC3CCCCC3N)cnc2C(N)=O)c1,63.1,nM,340.4310000000001,2.3093199999999996,4,6,118.94999999999999,3,0.6629929982859931,737.4535721465945,0
CHEMBL509032,CHEMBL2938,CA VA,Ki,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,nM,614.216,5.024100000000003,2,10,102.92999999999999,5,0.3417369623091553,1433.1037725437986,0
CHEMBL573339,CHEMBL2938,CA VA,Ki,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,7943.28,nM,348.36199999999997,2.980200000000001,1,7,84.51,5,0.5959336714692189,1073.7949385662503,0
CHEMBL1973808,CHEMBL2938,CA VA,Ki,O=C(Nc1ccc2[nH]ncc2c1)c1ccc(Cl)cc1,7943.28,nM,271.707,3.4686000000000012,2,2,57.78,3,0.7497210373039224,711.1379419329324,0
CHEMBL2000429,CHEMBL2938,CA VA,Ki,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12,7943.28,nM,468.5080000000002,4.3491000000000035,2,8,97.46000000000001,4,0.3967952216020491,1278.8898692092032,0
CHEMBL1972576,CHEMBL2938,CA VA,Ki,Cc1ccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)cc1,7943.28,nM,418.48200000000014,4.478220000000001,4,6,122.03,4,0.389224873297008,1181.2658642061133,0
CHEMBL1992555,CHEMBL2938,CA VA,Ki,O=C(NN=Cc1ccc(Sc2nc3ccccc3[nH]2)o1)c1cccc([N+](=O)[O-])c1,7943.28,nM,407.4110000000001,3.9792000000000023,2,7,126.42000000000002,4,0.2827560637081546,1156.4991533868065,0
CHEMBL1990254,CHEMBL2938,CA VA,Ki,NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,1995.26,nM,317.392,3.1784000000000017,2,3,68.00999999999999,3,0.7592217806309234,767.2868885441047,0
CHEMBL1992342,CHEMBL2938,CA VA,Ki,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,7943.28,nM,330.41300000000007,2.9638,3,4,100.86999999999999,3,0.6691730135121757,900.3316440713567,1
CHEMBL1988173,CHEMBL2938,CA VA,Ki,Cc1cc(Cl)ccc1NC(=S)NNC(=O)C(O)(c1ccccc1)c1ccccc1,7943.28,nM,425.9410000000001,3.902120000000001,4,3,73.39,3,0.3766319559878974,937.5616011682666,0
CHEMBL1164265,CHEMBL2938,CA VA,Ki,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3c(F)ccc(F)c3Cl)CCN4)cn2)CC1,7943.28,nM,470.9550000000002,4.259100000000003,1,6,47.53,5,0.5749057402288408,1109.5204123547942,0
CHEMBL535331,CHEMBL2938,CA VA,Ki,C(=NNc1nc2ccccc2[nH]1)c1c[nH]c2ccccc12,7943.28,nM,275.31500000000005,3.4902000000000006,3,3,68.86,4,0.3954909124618426,882.1851397983997,0
CHEMBL1989805,CHEMBL2938,CA VA,Ki,N#CC1=C(N)n2c(sc(=Cc3ccco3)c2=O)=C(C(N)=O)C1c1ccco1,7943.28,nM,380.38500000000016,0.008880000000000055,2,8,141.18,4,0.6554856757798307,1247.4339512369638,0
CHEMBL1982980,CHEMBL2938,CA VA,Ki,CC(C)=C(C)c1cccc2c(CCCOc3cccc(Cl)c3Cl)c(C(=O)O)[nH]c12,7943.28,nM,432.3470000000001,6.997800000000004,2,2,62.32,3,0.3953968921367669,1064.8565333344836,0
CHEMBL1965423,CHEMBL2938,CA VA,Ki,CC(C)Cn1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,7943.28,nM,405.5020000000001,5.456800000000004,1,6,61.14,5,0.4320182737854723,1295.856956917369,0
CHEMBL1983025,CHEMBL2938,CA VA,Ki,CCC(N)(C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12)CC,7943.28,nM,483.6410000000002,6.366920000000004,4,5,106.06,4,0.24757136474048366,1392.193368641792,0
CHEMBL1983945,CHEMBL2938,CA VA,Ki,NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1,2511.89,nM,383.4550000000001,3.6368000000000027,3,4,96.69,4,0.4735277322115161,1124.9017982247844,0
CHEMBL1977135,CHEMBL2938,CA VA,Ki,O=C(NCc1ccccc1)c1ccc(-c2ccncc2)cc1,3162.28,nM,288.35,3.678600000000002,1,2,41.99,3,0.7954324813713519,722.0116783169306,0
CHEMBL2001920,CHEMBL2938,CA VA,Ki,O=C1NC(=S)SC1=C1C(=O)Nc2ccc(Br)cc21,7943.28,nM,341.21100000000007,2.2602,2,4,58.2,3,0.5614558794060808,623.4384376549348,0
CHEMBL2002322,CHEMBL2938,CA VA,Ki,NC(=O)c1cc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cncc2s1,7943.28,nM,390.308,5.099800000000002,1,3,55.980000000000004,3,0.619260890825033,933.1714496334795,0
CHEMBL2002323,CHEMBL2938,CA VA,Ki,Cc1ccc(F)c(-c2ccc3nnc(N)n3c2)c1,7943.28,nM,242.25700000000003,2.4260200000000003,1,4,56.209999999999994,3,0.7125968178694,713.9815568727013,0
CHEMBL1241473,CHEMBL2938,CA VA,Ki,COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC,316.23,nM,440.4160000000003,2.9967000000000006,3,10,163.76,3,0.3326440116518101,1101.5204123547944,0
CHEMBL1978448,CHEMBL2938,CA VA,Ki,CS(=O)(=O)N(Cc1ccc2[nH]c(=O)c3cccn3c2c1)C1CC1,1258.93,nM,331.39700000000016,1.7047999999999999,1,4,74.65,4,0.7906269395715045,1030.5169849811923,1
CHEMBL2004513,CHEMBL2938,CA VA,Ki,COC(=O)c1ccccc1-c1ccc2c(c1)Nc1ccccc1NC2=O,7943.28,nM,344.37000000000006,4.449500000000003,2,4,67.43,4,0.6741306489821778,1004.0518261639398,0
CHEMBL1972258,CHEMBL2938,CA VA,Ki,NCCCOc1cncc(C=Cc2ccncc2)c1,7943.28,nM,255.32100000000003,2.374600000000001,1,4,61.03,2,0.8049490294865337,508.5713365892034,0
CHEMBL2001257,CHEMBL2938,CA VA,Ki,CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,7943.28,nM,483.64100000000013,6.191220000000005,3,5,83.28,4,0.28556089328392603,1361.3235204567377,0
CHEMBL2005548,CHEMBL2938,CA VA,Ki,CC(C)(C)OC(=O)n1ncc2cc(Nc3c(NCc4ccc(Cl)cc4Cl)c(=O)c3=O)ccc21,7943.28,nM,487.34300000000025,5.078000000000003,2,8,102.32,4,0.3788182262840065,1401.2676083372596,0
CHEMBL1987793,CHEMBL2938,CA VA,Ki,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,7943.28,nM,435.5230000000001,6.937220000000006,1,3,51.459999999999994,5,0.28183840142331196,1438.7178477244972,0
CHEMBL1992536,CHEMBL2938,CA VA,Ki,COc1ccc(CNc2c(Nc3ccc4[nH]ncc4c3)c(=O)c2=O)cc1,7943.28,nM,348.36200000000014,2.5232,3,6,96.10999999999999,4,0.46348214647596897,1109.3446825186236,0
CHEMBL1992740,CHEMBL2938,CA VA,Ki,CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1,7943.28,nM,429.47500000000025,2.6543,2,6,90.03999999999999,4,0.6002763863443701,1023.3729716748076,0
CHEMBL2002373,CHEMBL2938,CA VA,Ki,OCCCn1cnc(-c2ccccc2)c1-c1ccncc1,7943.28,nM,279.343,2.9945000000000013,1,4,50.94,3,0.7808037151415669,674.5723110896168,0
CHEMBL1973348,CHEMBL2938,CA VA,Ki,Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1cccc(Cl)c1,7943.28,nM,496.99800000000016,5.645300000000004,3,5,107.01999999999998,5,0.19005519782833274,1510.4192305184476,0
CHEMBL2006188,CHEMBL2938,CA VA,Ki,COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)cc2NCCCN)c1,794.33,nM,404.5140000000002,4.0089000000000015,3,5,89.27,3,0.46904738557420217,948.7821482318673,0
CHEMBL1967531,CHEMBL2938,CA VA,Ki,Nc1ncnc2scc(-c3ccc(NC(=O)Nc4ccccc4)cc3)c12,7943.28,nM,361.43000000000006,4.584500000000001,3,5,92.93,4,0.4976364979246315,1030.5532850977609,0
CHEMBL1970913,CHEMBL2938,CA VA,Ki,CCCC(=O)Nc1nn(C(=O)CC)c2nc3ccccc3cc12,7943.28,nM,310.357,3.373300000000002,1,5,76.88,3,0.8011679191087868,873.5760804810877,0
CHEMBL1973893,CHEMBL2938,CA VA,Ki,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(C)=O)c3c2)cc1,6309.57,nM,372.4500000000001,3.3400000000000016,3,4,103.94999999999999,3,0.617112145009576,1005.5904885739976,1
CHEMBL1995736,CHEMBL2938,CA VA,Ki,CCOC(=O)c1cccc2[nH]c(-c3ccc(N4CCC(N)C4)cc3)nc12,7943.28,nM,350.4220000000001,2.944000000000001,2,5,84.24000000000001,4,0.7068924097984521,906.8662359306688,0
CHEMBL5416410,CHEMBL2938,CA VA,Ki,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,7943.28,nM,506.0320000000004,2.4888400000000006,3,9,138.01,4,0.4448978059190101,1064.7261448411305,0
CHEMBL1997534,CHEMBL2938,CA VA,Ki,COc1cccc(C(C)NC(=O)c2cc(C)c(-c3ccc4[nH]nc(C)c4c3)s2)c1,199.53,nM,405.5230000000001,5.407840000000005,2,4,67.00999999999999,4,0.4665905418875238,1161.9468807720966,0
CHEMBL1996500,CHEMBL2938,CA VA,Ki,Cc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,7943.28,nM,410.4280000000001,3.622720000000002,2,7,88.23,4,0.5225038394392343,1194.6611112090254,0
CHEMBL1985095,CHEMBL2938,CA VA,Ki,NC(=O)Cn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,1584.89,nM,439.50400000000013,3.923800000000001,3,7,128.5,6,0.3833654820372245,1590.369612953288,0
CHEMBL1998551,CHEMBL2938,CA VA,Ki,CC(C)(O)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,7943.28,nM,396.4010000000002,3.106600000000001,1,7,81.13,5,0.5755564831890257,1217.1327160498593,0
CHEMBL1977374,CHEMBL2938,CA VA,Ki,CC(C)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,7943.28,nM,380.40200000000016,4.002600000000003,0,6,60.900000000000006,5,0.538957110794223,1176.4431480195494,0
CHEMBL1991180,CHEMBL2938,CA VA,Ki,COCc1nnn(-c2nonc2N)c1C(=O)NN=C(C)c1ccc(O)cc1O,316.23,nM,388.34400000000016,-0.05589999999999984,4,12,186.79999999999995,3,0.32898498304181434,1000.5903705300316,0
CHEMBL1682540,CHEMBL2938,CA VA,Ki,c1cnc2nc(-c3ccc4[nH]ncc4c3)cn2c1,7943.28,nM,235.25000000000003,2.2725999999999997,1,4,58.870000000000005,4,0.5502586459782554,794.131593863582,0
CHEMBL1978656,CHEMBL2938,CA VA,Ki,Cc1c(O)cccc1NC(=O)c1cnn2c(-c3ccccc3)ccnc12,7943.28,nM,344.374,3.6626200000000013,2,5,79.52,4,0.5942876110849458,1077.6894771552415,0
CHEMBL1976420,CHEMBL2938,CA VA,Ki,CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12,7943.28,nM,281.359,3.4147000000000016,2,3,61.8,3,0.772992190695588,748.8278012744828,0
CHEMBL1994864,CHEMBL2938,CA VA,Ki,Cc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)cc1,7943.28,nM,293.326,2.3417199999999996,2,5,71.09,3,0.7065315574801434,826.0780355373631,0
CHEMBL413779,CHEMBL2938,CA VA,Ki,N#Cc1ncc2nc1OCCCCCOc1cc(OCCO)c(Cl)cc1NC(=O)N2,7943.28,nM,433.8520000000001,2.9582800000000002,3,8,138.62,3,0.67091677380022,906.3660461203172,0
CHEMBL2002446,CHEMBL2938,CA VA,Ki,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1,7943.28,nM,458.6310000000003,4.234900000000003,1,5,44.39,6,0.34686272953648356,1174.3417280028318,0
CHEMBL497151,CHEMBL2938,CA VA,Ki,O=c1nc(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)[nH]o1,7943.28,nM,437.2180000000001,4.036500000000002,1,6,81.01,4,0.48980132202798854,1000.0669606943352,0
CHEMBL1973961,CHEMBL2938,CA VA,Ki,COc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,3981.07,nM,491.5420000000002,4.444600000000003,2,5,73.49000000000001,5,0.41719537857881445,1350.438140682347,0
CHEMBL246970,CHEMBL2938,CA VA,Ki,NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,7943.28,nM,404.9020000000002,3.827300000000002,3,7,119.0,3,0.4514185045773344,774.3753617988572,0
CHEMBL340921,CHEMBL2938,CA VA,Ki,Cc1cc(O)ccc1-n1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21,5011.87,nM,371.3960000000001,3.1656200000000014,2,5,98.21,4,0.5778249661116075,1250.7042675713965,0
CHEMBL1999718,CHEMBL2938,CA VA,Ki,N#Cc1ccc(NC(=O)Nc2ccnc3cc(C(F)(F)F)ccc23)nc1,7943.28,nM,357.295,4.1642800000000015,2,4,90.7,3,0.7202922269345015,973.2074260857205,0
CHEMBL1973540,CHEMBL2938,CA VA,Ki,O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,1258.93,nM,449.5170000000001,3.8972000000000016,3,7,113.08,5,0.3984641157851307,1386.1920182093309,1
CHEMBL1977346,CHEMBL2938,CA VA,Ki,O=C1Nc2ccccc2Nc2nnc(I)cc21,7943.28,nM,338.108,2.3904999999999994,2,4,66.91,3,0.7241906210517662,590.7373475976801,0
CHEMBL1971649,CHEMBL2938,CA VA,Ki,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc4nccnc4c3N)cc2)c1,7943.28,nM,387.4180000000001,4.970520000000003,3,4,92.92999999999999,4,0.43275866960507603,1176.549822567422,0
CHEMBL2003657,CHEMBL2938,CA VA,Ki,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,7943.28,nM,455.5400000000001,4.387100000000002,1,8,95.28,5,0.43372288938341946,1500.5147803293617,0
CHEMBL572878,CHEMBL2938,CA VA,Ki,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,7943.28,nM,464.59900000000016,3.5032200000000016,3,8,102.07,5,0.4568163085513306,1081.3219238224062,0
CHEMBL1998435,CHEMBL2938,CA VA,Ki,OCCNc1cc2cc(-c3ccncc3)ccc2cn1,7943.28,nM,265.31600000000003,2.7010000000000005,2,4,58.04,3,0.7611917049428281,695.5650420016816,0
